0,به درد نمیخوره ,neutral
1, می‌تونست,neutral
1, به عنوان یه کالای فرهنگی بهتر بسته,neutral
1, بندی بشه,neutral
2,بسته بندیش خوب بود ,neutral
2, کاربرد و کیفیتشم خیلی خوبه,neutral
2, من برای روغن زدم,neutral
2, به مژه و لیفت ابرو خریدم,neutral
3, به نظرم خوبه,neutral
3, فقط یکم ظریفه .,neutral
3, از رنگش خوشم اومد من برای صابون ابرو استفاده میکنم راضی ام,neutral
4, معمولیه,neutral
4, اگه واسه خونه رنگ کردن شخصی میخواین اوکیه ولی اگه واسه کار دکلره میخواین,neutral
4, نه زیاد ولی خوبه,neutral
5, قبلا هم استفاده کردم,positive
5, اگه بلد باشین کار کردن باهاش رو,positive
5,برای ی پاکسازی پوست سطحی توی خونه عالیه,positive
6,خوبه,neutral
7, خیلی به کارتون میاد,positive
7, قیمتشم مناسبه,positive
8,دقیقا مطابق عکس بود,positive
9,برا حالت دادن با اسپری یا پودر عالیه,positive
10,اندازش کوچیکه بدرد رنگ مو نمیخوره ,neutral
11,مطابق توضیحات بود,neutral
12, لب ھارو نرم میکنہ,positive
12, و قیمت مناسب,positive
13, خوب بود,positive
13, بخرید,positive
13, قشنگه,positive
14, سالم بود .,neutral
14, ، شستنش راحته,neutral
14, ، واسه ماسک گذاشتن خیلی ایده ی خوبیه,neutral
14, ، از اسراف و کثیف کاری قشنگ جلوگیری میکنه,neutral
15, خیلی عالی بود,positive
15, ، کاربردیه ، دیگه لازم نیست,positive
15, جوشا رو دستکاری کرد,positive
15, ، با این پیلینگ خیلی راحت میشه,positive
15, تخلیه کرد,positive
16, بدرد,neutral
16, نخور واقعی وقتی بدستم,neutral
16, رسید,neutral
16, برسش کج بود,neutral
16, و نامنظم و از هرطرف زده,neutral
16, بود,neutral
16, بیرون مرجوع کردم,neutral
17,کمی گران اما با کیفیت,positive
18,خوب,neutral
19, کیفیت چاپ خوب بود.,neutral
19, اما چسب ها فاسد بودند ,neutral
20, خوب بود,positive
20, خوشم اومد,positive
21, ولی مال من دوتا از برسش شکسته دیجی کالا لطفا بسته,neutral
21, بندی مناسب کنید,neutral
22, در کل نسبت به پولی که پرداخت میکنید,neutral
22, خوبه,neutral
23,به نظرم چیز خوب و خفنیه مخصوصا با قیمت ۱۰ ت  ,positive
23, من فکر میکردم,positive
23, خیلی کوچیک باشه,positive
23, ولی اندازش کاملا اوکی بود,positive
23, و مشکلی نداشت,positive
23,ضایعات هم نداشت که به مو آسیب بزنه  ,positive
23,برای کسی که موهاش فرفریه و میخواد فرم خوبی به موهاش بده عالیه,positive
24, من چند رنگش رو سفارش دادم.,positive
24, خیلی خوش رنگ بودن توی ۳ رنگ بود,positive
24, رنگ صورتی خوش رنگ و زرد فسفری و سفید تا حالا استفاده نکردم,positive
24, کلی سریش نسبت به سری ریمل ها کوچک تره,positive
25, خوبه .,positive
25, قشنگه,positive
25, کیفیتش بالا بود,positive
25, بسته بندی خوبیم,positive
25, داشت,positive
25,عکس میزارم,positive
26, عالیه پیشنهاد میکنم,positive
26, خیلی خوشم اومد,positive
26, چیز بدی هم نداره,positive
26, همه چیش عالیه,positive
27,خوب و شبیه عکس بود ,positive
28,خوب بود,neutral
29,باکیفیت و عالی,positive
30,خوب بود,positive
31,خیلی خوب بود,positive
32, نسبت به وجهی که پرداختم,neutral
32, از خرید این محصول راضی هستم,neutral
33,بسته بندی خوب  ,positive
33,ضخامت عالی  ,positive
33, بنظر میاد,positive
33, جنسش خوبه,positive
33,تو استفاده مشخص میشه  ,positive
33,عکس گذاشتم ببینید,positive
34,اینا رو بیرون دونه ای ۵ یا هفت میفروشن  ,positive
34,الان ۶ تا خریدم ۱۲ تومن که هم با کیفیته هم قیمتش عالیه,positive
35, خوبه,positive
35, در کل ارزش خرید داره,positive
36, دوست داشتم,positive
36, هم جالبه هم شیک بسته,positive
36, بندی هم تمیز بود,positive
36, هم سالم,positive
36,*سلامی دوبارهه ,positive
36,برای بار سوم خریدم:)),positive
37, من قرمز سفارش دادم,positive
37, ولی فیروزه ای فرستادن,positive
38,خوب بودتوصیه به خریدمیکنم,positive
39,خیلی خوب است,positive
40, من همیشه اط همین مارک از دیجی کالا میخرم,positive
40, خوبه,positive
40, راضیم,positive
41, عالی بود,positive
41, پیشنهاد میکنم,positive
41, بخرید,positive
41, اما کاش قیمتش کمترشه,positive
42, اصلا خوب نیست,neutral
42, فقط باید,neutral
42, روی لاک سفید بزنید,neutral
42, وگرنه رو هر لاک دیگی بزنید,neutral
42, خودش رو نشون نمیده,neutral
43,خوبه,positive
44, آلی بود,positive
44, هم جنسش هم کیفیتش و در اصل قیمتش,positive
44,و بهم اطمینان کافی رو به برنامه دیجی کالا اختصاص داد ,positive
44,خیلی ممنون از برنامه دیجی کالا,positive
45, خیلی طرحش با نمکه من دوسش دارم.,positive
45, ولی حتما روش برق ناخن بزنید,positive
45, من رو لاک خشک شده,positive
45, زدم,positive
45, دستم رو که شستم ناپدید شد,positive
45, !,positive
46, فروشنده فکرکرده,neutral
46, چون یه چیز کوچیکه خریدار مرجوع نمیکنه,neutral
46, ولی من مرجوع میکنم,neutral
46, عکس میزارم,neutral
46, ببینید,neutral
47,خوشگلن یخرید,positive
48,خیلی خوب بود ,positive
49,خوب                 ,positive
50,خوبه,positive
51, خیلی خوشگل و کاربردی هستش,positive
51, و اندازه مناسبی داره,positive
51,قطعا پیشنهاد میشه  ,positive
51,مشخصات : قطر کاسه رنگ ۵ سانتی متر و طول برس ابرو تقریبا ۱۱ سانتی متر هستش,positive
52,خیلی عالی توصیه میکنم,positive
53, قیمت مناسبی دارند,negative
53, و از تنوع رنگ خوبی هم برخوردار هستند,negative
53,از لحاظ کاربرد هم ازش راضی بودم,negative
54, خیلی کوچک تر از عکس بود,negative
54, خیلی خیلی انتظارم بیشتر بود,negative
54, که بزرگ تر باشه,negative
54, ولی بازم خوب بود,negative
55, با سلام ، با توجه به قیمت پایین آن ارش خرید دارد.,neutral
55, ولی برای اینکه این نظر تایید شود .,neutral
55, مجبورم,neutral
55, با آتیش کم نقد رو وارد کنم,neutral
55, اینکه یک کالا سفارش میدی ، یک کالای دیگر مشابه با کیفیت پایینتر یا قیمت پایینتر برات می‌فرستن,neutral
55, حالا مشتری یا برگشت میده یا حال و حوصله و وقتش رو نداره برگشت بزنه در هر صورت دی جی کالا ضرری نکرده فقط یه تیر تو تاریکی انداخته که بیشتر مواقع میگیره !!!!!,neutral
55,کلی برای همه کالاها گفتم، مواظب باشید و گزارش کنید .,neutral
56,خیلی هم عالی ,positive
57,ناخن گیر خوبه,neutral
58,خیلی خوب و خوشگلن,positive
59, خیلی خوبه,positive
59, و استفاده از راحته روش استفاده اش هم اینه,positive
59, باید,positive
59, خیس بشه,positive
59, تا از جدا بشه,positive
59, و بزنید,positive
59, روی ناخن,positive
60, دوتا ورق با دوطرح گل مختلف بود,positive
60, ، یه طرحو برش بزنید,positive
60, یه دیقه بزارید,positive
60, تو آب ، یه لایه پلاستیکی که طرح روشه ازکاغذ زیرش جدا میشه,positive
60, ، اونو بزارید,positive
60, روی ناخن و با پنبه آروم روش ضربه بزنید,positive
60, تا آب و حباب زیرش نباشه,positive
60, ، یکم که خشک شد,positive
60, روش برق ناخن بزنید,positive
60, ، چون این طرحش کمرنگه,positive
60, روی زمینه سفید یا کرمی کمرنگ خودشو بهتر نشون میده,positive
60, ، خیلی خیلی نازه طرحش خاص و قشنگه من که راضی بودم,positive
60, و چندتا طرح دیگه سفارش دادم,positive
61, متاسفانه از سه عدد آب پاش سفارش داده .,neutral
61, شده,neutral
61, ، اسپری دو تا از آنها خراب بود,neutral
61, قبلا که چندین بار خریداری کرده بودم کیفیت بهتری داشت .,neutral
62, خیلی قشنگه,neutral
62, ولی بیرون اینا ورقی سه الی چهار تومنه من از طرحش خوشم اومد,neutral
62, و گرنه با این قیمت ب صرفه نیس,neutral
63,عالی حتما بخرید,positive
64,نسبت به قیمتش عالی است,positive
65,در کل ارزش خرید رو داره,neutral
66, کار کردن باهاش راحته.,positive
66, بهداشتیه,positive
67,خوب,positive
68, خوب بود,positive
68, جنسشم خوب بود,positive
68, قیمت هم از بیرون ارزونتر بود,positive
68, فاصله ی دانه ها کم بود,positive
69, نخرید ضرر کردید,positive
69, خیلی خوبه,positive
69, ارزش خرید رو داره,positive
69, سرشم اصلا خراب نشد,positive
70, هنوز استفاده نکردم .,positive
70, ولی طرحش قشنگه,positive
70, 😍 🔥 لازم نیست,positive
70, حتمااا اندازه ناخن ببرید,positive
70, میتونید طرح و قیچی کنید بزارید رو ناخن بعدش با استون و براش یا گوش پاک کن دورشو پاک کنید اینجوری راحت تره,positive
71, عالی بود,positive
71, ولی برای ناخون های کوچک همش مناسب نیست,positive
71, ولی در کل راضی بودم,positive
72, فلزی و خوش دست و بسیار کاربردی حتی برای مژه تکی و ریسه ای من صورتی گرفتم,positive
72, که یه صورتی جیغ خوشرنگ ارسال شد,positive
73,اولش بد نیست  ,neutral
73, بعد چندبار تراشیدن کند .,neutral
73, میشه,neutral
73, مداد رو میشکنه,neutral
73, مخصوصا مداد بزرگ ها رو .,neutral
74,ازخریدم راضی هستم,positive
75, خوبه,positive
75, برای خط چشم,positive
76,خوب,positive
77, به آدامس مو نمیخوره,neutral
77, بیشتر شبیه واکس موعه,neutral
78, سلام من سایه آکوآ رنگ ۷۴ سفارش دادم .,neutral
78, طبق نظرلت و عکسی که دیگران گذاشته,neutral
78, بودن,neutral
78, ولی یه شماره دیگه برام ارسال شده,neutral
78, بوو ک رنگ افتضاح ارسال شده,neutral
78, بود,neutral
78,عکس سایه رو که برای من ارسال کردن با عکسی که تو نظرات بود کنار هم گذاشتم  .,neutral
78,قضاوت با خودتون,neutral
79, خیلی نسبت به قیمتش فقط دوستان بدونین این ماسک نیس پد هستش,positive
79, که به این شکل بریده شده,positive
79, و خودتون باید,positive
79, بهش مواد اضافه کنین,positive
79, دقیقا مثل قرص ماسک من ۱۰ تا گرفتم,positive
79, چون خیلی خوبه,positive
80, رنگ قرمزش در واقع سرخابی رنگ هستش,positive
80, نه قرمز,positive
80,ولی در کل با توجه به قیمت ارزش خرید داره و هم سایز خوبی داره و هم کیفیت خوبی,positive
81, اقا خلاصه بگم,positive
81, برای دختر عموی کوچولوم گرفتم,positive
81, خیلی خوشحال شد,positive
81, کلا واسعه هدیه و اینکه دلبری کنی,positive
81, خوبه,positive
81, بگیرین لذت ببرین ممنون از دیجی کالا,positive
82, این برند لاک پاکن خیلی باکیفیته .,neutral
82, ولی متاسفانه بجای پد لاک پاکن برای من دستمال مرطوب آرایش فرستاده بودن و ارزش مرجوعی هم نداشت,neutral
83,خوبه ,positive
83,همشون سالم بودن ,positive
83, تعداد درست ارسال شده,positive
83, بود,positive
83,اگه تنوع رنگی میخواین از شوز انلاین بخرین،منم طبق عکس خریداران قبلی دیدم شوز انلاین ۶ رنگ متفاوت میفرسته که منم از شوز انلاین سفارش دادم و برام ۶ رنگ متفاوت ارسال شد .,positive
84, واقعا باید,positive
84, بخرید,positive
84, دیگه ماسکتون اصراف نمیشه,positive
85, تعداد توپک ها زیاده,positive
85, و هر کدوم حجم خوبی دارن,positive
85,قیمت روی محصول ۲۷۵۰۰  ,positive
85,قیمت دیجیکالا ۲۱۵۰۰ ,positive
